country,year,status,IF,life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_B,measles,BMI,under_five_deaths,polio,total_expenditure,diphtheria,HIV_AIDS,GDP,population,thinness_1_to_19_years,thinness_5_to_9_years,income_composition_of_resources,schooling
Sao Tome and Principe,2007,Developing,Low,65.1,217,0,4.14,49.94,87,0,24.7,0,98,7.44,97,1.2,894.93,16311,6.7,6.6,0.527,10.3
Sao Tome and Principe,2006,Developing,Low,64.7,22,0,5.46,47.09,75,0,24,0,97,7.84,97,1.2,843.89,159328,6.9,6.8,0.521,10.2
Sao Tome and Principe,2005,Developing,Low,64.3,222,0,5.27,10.81,96,0,23.4,0,97,1.4,97,1.6,81.86,15563,7,7,0.514,10
Sao Tome and Principe,2004,Developing,Low,63.8,224,0,5.78,9.01,7,0,22.8,0,99,9.94,96,1.6,693.35,151969,7.2,7.2,0.509,9.8
Senegal,2014,Developing,Low,66.4,192,19,0.26,12.81,89,32,23.8,27,85,4.66,89,0.3,152.44,14546111,9.7,9.5,0.483,9.1
Senegal,2013,Developing,Low,66,196,20,0.26,11.84,92,17,23.2,28,89,4.51,92,0.3,148.91,141232,9.9,9.7,0.474,8.7
Senegal,2012,Developing,Low,65.6,2,20,0.28,10.21,91,46,22.7,29,83,4.31,91,0.4,136.45,1373513,1,9.9,0.463,8.3
Senegal,2011,Developing,Low,64.9,26,20,0.32,1.43,92,18,22.2,31,89,4.42,92,0.4,18.25,13391,1.2,1.1,0.455,7.9
Senegal,2010,Developing,Low,64.3,212,21,0.28,1.02,89,428,21.7,32,76,4.62,89,0.4,11.63,12916229,1.4,1.3,0.449,7.7
Senegal,2009,Developing,Low,63.5,219,21,0.3,1.18,86,999,21.2,33,83,4.81,86,0.5,12.57,1255917,1.6,1.5,0.444,7.5
Senegal,2008,Developing,Low,62.8,225,22,0.28,1.09,88,6,2.8,34,87,4.94,88,0.6,11.34,1223957,1.8,1.7,0.435,7.1
Senegal,2007,Developing,Low,62.1,23,22,0.32,8.31,94,11,2.3,36,93,4.72,94,0.7,95.4,11873557,11,1.9,0.425,6.8
Senegal,2006,Developing,Low,61.3,236,23,0.34,10.43,89,3,19.9,38,89,5.44,89,0.7,89.84,11556763,11.2,11.1,0.422,6.6
Senegal,2005,Developing,Low,65,242,23,0.33,96.04,84,0,19.5,40,84,5.35,84,0.7,773.87,11251266,11.4,11.3,0.415,6.4
Senegal,2004,Developing,Low,59.7,247,24,0.35,66.02,54,31,19.1,42,87,5.68,87,0.7,733.58,1955944,11.6,11.5,0.408,6.2
Serbia,2014,Developing,High,75.4,123,1,9.09,8.62,92,37,59.4,1,93,1.37,93,0.1,62.17,713576,2.1,2.1,0.771,14.3
Serbia,2013,Developing,High,75.3,122,1,9.16,880.64,91,1,58.9,1,97,1.12,95,0.1,6353.83,7164132,2.1,2.1,0.766,14.1
Serbia,2012,Developing,High,74.9,126,1,9.38,742.51,97,0,58.3,1,93,9.89,91,0.1,5659.38,719977,2.1,2.1,0.767,14
Serbia,2011,Developing,High,74.6,127,1,9.56,915.32,94,370,57.7,1,94,9.72,94,0.1,6423.29,723499,2.2,2.2,0.757,13.5
Serbia,2010,Developing,High,74.4,128,1,9.65,774.44,89,20,57,1,91,1.9,91,0.1,5411.88,7291436,2.2,2.3,0.755,13.6
Serbia,2009,Developing,High,74.1,131,1,9.85,820.81,93,1,56.4,1,97,9.9,95,0.1,5821.35,73287,2.3,2.3,0.754,13.6
Serbia,2008,Developing,High,74,132,1,9.54,96.33,93,2,55.8,1,95,1.5,95,0.1,671.77,735222,2.3,2.4,0.749,13.5
Serbia,2007,Developing,High,73.8,132,1,9.3,772.87,99,201,55.1,1,93,1.2,94,0.1,5458.12,7381579,2.4,2.4,0.743,13.5
Serbia,2006,Developing,High,73.6,133,1,8.58,541.82,93,2,54.5,1,97,8.99,92,0.1,4129.76,7411569,2.5,2.5,0.739,13.4
Serbia,2005,Developing,High,73,135,1,9.6,503.11,65,2,53.9,1,98,8.7,98,0.1,3528.13,744769,2.5,2.6,0.73,13.2
Serbia,2004,Developing,High,73,134,1,7.42,462.71,89,11,53.3,1,96,8.24,88,0.1,3331.23,7463157,2.6,2.6,0.72,13.1
Seychelles,2014,Developing,High,73,17,0,0.01,151.1,99,0,36.2,0,99,3.37,99,0.1,1557.78,91359,5.7,6,0.766,13.2
Seychelles,2013,Developing,High,72.9,172,0,0.01,1521.67,99,0,35.5,0,98,3.58,98,0.1,15687.35,89949,5.7,6.1,0.762,13.5
Seychelles,2012,Developing,High,72.7,174,0,0.01,177.26,99,0,34.8,0,98,4.8,98,0.1,12845.17,8833,5.7,6.1,0.755,13.5
Seychelles,2011,Developing,High,72.6,177,0,9.72,1121.48,99,0,34.2,0,99,3.38,99,0.1,12189.95,87441,5.7,6.1,0.744,13.3
Seychelles,2010,Developing,High,72.4,18,0,6.51,16.49,99,0,33.5,0,99,3.59,99,0.1,184.68,8977,5.8,6.2,0.74,13.2
Seychelles,2009,Developing,High,72.3,182,0,4.94,75.23,99,0,32.4,0,99,2.64,99,0.1,976.96,87298,5.8,6.2,0.739,13.2
Seychelles,2008,Developing,High,72.2,184,0,6.33,701.85,99,0,31.8,0,99,2.64,99,0.1,11122.86,86956,5.9,6.3,0.739,13.2
Seychelles,2007,Developing,High,72.2,185,0,8.12,916.47,99,1,31.2,0,99,3.3,99,0.1,12154.83,8533,5.9,6.3,0.733,13.1
Seychelles,2006,Developing,High,72.2,185,0,8.12,102.37,99,10,3.7,0,99,3.73,99,0.1,1214.4,846,5.9,6.3,0.728,13.1
Seychelles,2005,Developing,High,72.2,185,0,7.82,21.47,99,0,3.1,0,99,3.91,99,0.1,1192.52,82858,6,6.4,0.712,12.1
Seychelles,2004,Developing,High,72.1,186,0,7.91,12.94,99,0,29.2,0,99,4.17,99,0.1,1176.66,82475,6,6.4,0.715,12.3
Solomon Islands,2014,Developing,Low,68.8,183,0,0.01,3.72,88,0,49.7,0,94,5.5,88,0.1,29.65,57554,1.1,1.2,0.512,9.6
Solomon Islands,2013,Developing,Low,68.8,182,0,0.01,24.73,94,0,48.9,0,99,5.42,94,0.1,188.52,563513,1.1,1.2,0.509,9.5
Solomon Islands,2012,Developing,Low,68.7,184,0,0.01,247.95,99,0,48.1,0,99,5.48,99,0.1,1858.69,551531,1.2,1.2,0.505,9.4
Solomon Islands,2011,Developing,Low,68.5,186,0,0.99,229.67,99,0,47.2,0,99,5.8,99,0.1,1642.84,539614,1.2,1.2,0.497,9.4
Solomon Islands,2010,Developing,Low,68.3,188,0,1.1,29.52,9,0,46.4,0,94,7.47,9,0.1,1272.45,52779,1.2,1.2,0.492,9.3
Solomon Islands,2009,Developing,Low,68.1,192,0,1.21,244.4,92,0,45.5,0,98,7.92,92,0.1,1158.28,51679,1.2,1.2,0.494,9.3
Solomon Islands,2008,Developing,Low,68,193,0,1.09,19.75,89,0,44.7,0,94,5.97,89,0.1,125.79,54477,1.2,1.2,0.489,9.2
Solomon Islands,2007,Developing,Low,67.6,2,0,0.85,28.9,9,0,43.8,0,93,6.42,9,0.1,146.93,49294,1.2,1.2,0.482,9
Solomon Islands,2006,Developing,Low,67.6,2,0,0.99,240.49,99,0,43,0,99,6.66,99,0.1,948.66,481422,1.3,1.3,0.47,8.4
Solomon Islands,2005,Developing,Low,67.4,24,0,0.9,25.31,83,0,42.1,0,9,7.83,89,0.1,88.87,469885,1.3,1.3,0.465,8.3
Solomon Islands,2004,Developing,Low,67.1,29,0,1.18,195.53,81,0,41.3,0,89,5.64,9,0.1,818.44,458324,1.3,1.3,0.459,8.1
South Africa,2014,Developing,Low,62,347,42,7.38,922.05,8,66,5.3,52,77,8.8,77,3.7,6479.63,54146735,4.9,5.9,0.66,13
South Africa,2013,Developing,Low,69,371,43,7.34,978.59,7,25,49.5,54,73,8.78,73,4.5,6876.95,53311956,5.4,6.5,0.652,12.8
South Africa,2012,Developing,Low,59.2,48,43,7.38,1089.95,68,32,48.7,56,65,8.79,65,7.6,7548.16,5256516,6,7.3,0.644,12.8
South Africa,2011,Developing,Low,58.9,413,43,7.38,123.75,76,92,47.9,58,69,8.61,69,8.5,849.95,51729345,6.6,8,0.638,12.8
South Africa,2010,Developing,Low,58,428,43,7.28,1038.89,71,12499,47.2,62,72,8.5,72,11,7362.76,5979432,7.3,8.9,0.63,12.8
South Africa,2009,Developing,Low,56.5,449,46,7.6,782.6,74,5857,46.4,70,75,8.39,76,19,5888.63,5255813,8.1,9.8,0.622,12.8
South Africa,2008,Developing,Low,55.3,473,50,8.19,780.03,76,39,45.7,75,77,7.75,79,23.5,5786.6,49557573,8.9,1.7,0.616,12.9
South Africa,2007,Developing,Low,54.5,486,51,8.48,805.49,83,31,45,79,79,7.53,82,26.4,6125.4,48883845,9.7,11.7,0.612,12.9
South Africa,2006,Developing,Low,54,496,54,8.5,732.13,83,81,44.3,82,79,7.57,82,28.1,5631.73,4823384,1.6,12.8,0.609,12.9
South Africa,2005,Developing,Low,53.8,498,55,8.69,709.32,79,615,43.6,84,75,7.77,79,29.5,5414.63,476667,11.6,13.9,0.609,12.9
South Africa,2004,Developing,Low,53.7,497,55,6.96,622.04,76,830,42.9,83,73,7.93,74,29.7,4863.52,4718,12.6,15,0.611,12.9
Spain,2014,Developed,High,82.6,58,1,0.01,42.99,96,154,66,1,97,9.3,97,0.1,296.47,4648882,0.6,0.5,0.877,17.6
Spain,2013,Developed,High,82.4,6,1,9.25,423.68,95,131,65.4,2,96,9.1,96,0.1,2921.93,466245,0.6,0.5,0.874,17.5
Spain,2012,Developed,High,82,61,1,9.35,4255.78,96,1204,64.8,2,97,9.39,97,0.1,28562.29,4677355,0.6,0.5,0.871,17.2
Spain,2011,Developed,High,82.1,63,1,9.62,4873.82,97,3802,64.1,2,97,9.48,97,0.1,31834.22,46742697,0.6,0.5,0.867,16.9
Spain,2010,Developed,High,81.9,64,1,9.78,578.74,97,302,63.5,2,97,9.56,97,0.1,3736.23,46576897,0.6,0.5,0.86,16.4
Spain,2009,Developed,High,81.6,66,2,9.99,5047.25,96,41,62.9,2,96,9.52,96,0.1,32333.47,46362946,0.6,0.5,0.858,16.3
Spain,2008,Developed,High,81.3,7,2,10.24,5596.54,97,297,62.3,2,97,8.8,97,0.1,35578.74,4595416,0.6,0.5,0.854,16.1
Spain,2007,Developed,High,89,72,2,11.05,510.93,96,267,61.7,2,96,8.36,96,0.1,3279.41,4522683,0.6,0.5,0.849,16
Spain,2006,Developed,High,88,73,2,11.86,4460.39,97,362,61.1,2,98,8.23,98,0.1,28482.69,44397319,0.6,0.5,0.844,15.9
Spain,2005,Developed,High,81,77,2,11.92,405.45,96,22,6.5,2,96,8.12,96,0.1,2651.72,43653155,0.6,0.5,0.837,15.8
Spain,2004,Developed,High,81,79,2,11.96,3715.37,97,26,59.9,2,97,8.5,97,0.1,24918.65,42921895,0.6,0.5,0.833,15.6
Sri Lanka,2014,Developing,High,74.7,141,3,2.37,42.73,99,1686,22.7,3,99,3.5,99,0.1,382.55,2771,15.2,15,0.76,14
Sri Lanka,2013,Developing,High,74.6,142,3,2.56,41.62,99,2107,21.9,3,99,3.68,99,0.1,361.29,2585,15.2,15.1,0.757,13.8
Sri Lanka,2012,Developing,High,74.5,143,3,2.8,20.77,99,51,21.2,4,99,3.21,99,0.1,335.52,2425,15.3,15.2,0.752,13.7
Sri Lanka,2011,Developing,High,74.5,141,3,3.03,20.83,99,60,2.5,4,99,3.28,99,0.1,322.99,2271,15.3,15.3,0.746,13.6
Sri Lanka,2010,Developing,High,74.5,138,3,2.31,191.73,99,79,19.8,4,99,3.43,99,0.1,2819.51,2119,15.3,15.3,0.739,13.5
Sri Lanka,2009,Developing,High,71.8,183,4,2.05,13.39,97,21,19.2,4,97,3.37,97,0.1,216.68,19968,15.3,15.4,0.735,13.4
Sri Lanka,2008,Developing,High,72.3,172,4,2.1,17.81,98,33,18.5,4,98,3.44,98,0.1,254.49,19817,15.4,15.4,0.731,13.3
Sri Lanka,2007,Developing,High,73.7,146,4,2.29,127.64,98,44,17.9,5,98,3.76,98,0.1,1644.82,19668,15.4,15.5,0.725,13.2
Sri Lanka,2006,Developing,High,73.8,145,4,1.96,120.25,98,0,17.2,5,98,4.6,98,0.1,1448.76,1952,15.4,15.5,0.718,13.1
Sri Lanka,2005,Developing,High,74.2,138,4,1.97,97.77,99,3,16.6,5,99,4.6,99,0.1,1259.88,19373,15.4,15.5,0.712,12.9
Sri Lanka,2004,Developing,Low,69.1,197,6,1.56,15.35,62,35,16.1,10,97,4.28,97,0.1,174.67,19228,15.4,15.5,0.705,12.8
Swaziland,2014,Developing,Low,58.4,382,2,0.01,574.39,98,0,31.8,3,98,9.25,98,7.3,3464.35,129597,4.3,4.3,0.541,11.4
Swaziland,2013,Developing,Low,57.6,393,2,0.01,708.96,98,0,31.2,3,98,9.66,98,9.8,3598.76,1271456,4.5,4.6,0.539,11.4
Swaziland,2012,Developing,Low,56.5,412,2,0.01,720.23,95,0,3.7,3,92,8.76,95,12.2,3851.52,1248158,4.8,4.9,0.534,11.3
Swaziland,2011,Developing,Low,55,438,2,5.2,735.71,91,0,3.2,3,85,8.61,91,15.7,3934.27,1225258,5.1,5.2,0.526,11.2
Swaziland,2010,Developing,Low,53.6,459,2,4.93,56.94,89,313,29.7,4,89,8.47,89,21.6,369.24,122843,5.4,5.6,0.523,11
Swaziland,2009,Developing,Low,52.6,46,3,4.9,47.62,88,26,29.3,4,89,8.46,88,33.7,332.52,118675,5.8,5.9,0.519,10.8
Swaziland,2008,Developing,Low,51.4,477,3,4.87,413.01,9,1,28.9,4,89,8.19,88,40.2,2842.44,1158897,6.1,6.3,0.514,10.6
Swaziland,2007,Developing,Low,50,51,3,5.55,43.37,92,0,28.5,4,88,7.5,87,40.7,347.49,1138434,6.5,6.7,0.508,10.5
Swaziland,2006,Developing,Low,47.8,564,3,5.53,437.08,93,0,28.2,4,88,6.81,87,43.7,2937.37,112514,6.9,7.1,0.502,9.9
Swaziland,2005,Developing,Low,46,63,3,5.08,372.17,95,0,27.8,4,88,6.8,86,49.1,2873.86,115873,7.3,7.5,0.495,9.7
Swaziland,2004,Developing,Low,45.6,69,3,5.78,37.44,93,0,27.4,4,88,5.88,86,50.3,2529.63,19553,7.7,7.9,0.492,9.4
Switzerland,2014,Developed,High,83.2,51,0,9.61,19479.91,,23,57,0,96,11.66,96,0.1,85814.59,8188649,0.4,0.3,0.936,15.9
Switzerland,2013,Developed,High,83,52,0,9.73,19099.05,,175,56.6,0,96,11.71,96,0.1,84658.89,889346,0.4,0.3,0.934,15.8
Switzerland,2012,Developed,High,82.7,54,0,9.86,18379.33,,61,56.2,0,96,11.59,96,0.1,83164.39,7996861,0.5,0.3,0.932,15.7
Switzerland,2011,Developed,High,82.6,55,0,9.99,18822.87,,621,55.8,0,96,11.21,96,0.1,87998.44,7912398,0.5,0.3,0.932,15.6
Switzerland,2010,Developed,High,82.3,57,0,10.01,2198.59,,77,55.4,0,96,11.7,95,0.1,74276.72,782499,0.5,0.4,0.92,15.4
Switzerland,2009,Developed,High,82.1,6,0,10.15,14714.83,,958,55,0,96,11,95,0.1,69672.47,7743831,0.5,0.4,0.916,15.3
Switzerland,2008,Developed,High,82,6,0,10.29,2084.26,,2022,54.6,0,96,1.29,95,0.1,72119.57,7647675,0.5,0.4,0.914,15.3
Switzerland,2007,Developed,High,81.7,63,0,10.44,11892.33,,1015,54.1,0,94,1.21,94,0.1,63223.47,7551117,0.5,0.4,0.911,15.3
Switzerland,2006,Developed,High,81.5,65,0,10.24,10598.08,,0,53.7,0,94,1.39,94,0.1,57348.93,7483934,0.6,0.4,0.904,15.2
Switzerland,2005,Developed,High,81.1,66,0,10.15,10055.35,,60,53.2,0,94,1.86,94,0.1,54797.55,7437115,0.6,0.4,0.899,15.2
Switzerland,2004,Developed,High,81,69,0,10.55,9495.54,,39,52.8,0,95,1.96,93,0.1,53255.98,7389625,0.6,0.4,0.895,15.1
Tajikistan,2014,Developing,Low,69.6,162,10,0.01,7.83,97,0,39.9,11,94,6.88,97,0.2,114.46,8362745,3.6,3.7,0.622,11.3
Tajikistan,2013,Developing,Low,69.3,163,10,0.01,1.04,96,1,39,11,97,6.75,96,0.2,14.21,817789,3.6,3.7,0.617,11.2
Tajikistan,2012,Developing,Low,68.8,164,10,0.01,71.51,94,16,38.2,12,96,6.39,94,0.2,954.73,799562,3.6,3.7,0.613,11.1
Tajikistan,2011,Developing,Low,68.1,166,10,0.32,51.99,96,1,37.4,12,97,5.98,96,0.2,834.54,7815949,3.7,3.7,0.608,11.1
Tajikistan,2010,Developing,Low,67.3,171,10,0.32,43.34,93,0,36.6,12,95,6.4,93,0.2,738.35,764163,3.7,3.8,0.603,11.1
Tajikistan,2009,Developing,Low,66.7,174,10,0.3,35.72,93,0,35.9,12,93,5.93,93,0.2,666.35,7472819,3.7,3.8,0.601,11.1
Tajikistan,2008,Developing,Low,66.4,178,10,0.32,4.15,86,0,35.3,12,87,5.58,86,0.3,76.91,739728,3.8,3.8,0.592,10.8
Tajikistan,2007,Developing,Low,66.1,181,10,0.35,2.27,84,2,34.7,12,85,5.35,86,0.3,52.36,7152385,3.8,3.8,0.586,10.9
Tajikistan,2006,Developing,Low,65.9,183,10,0.38,2.63,88,3,34.1,12,76,5.7,83,0.3,44.29,7557,3.8,3.9,0.579,10.7
Tajikistan,2005,Developing,Low,65.5,194,10,0.37,19.84,81,0,33.5,12,79,5.89,84,0.3,337.36,6854176,3.8,3.9,0.572,10.6
Tajikistan,2004,Developing,Low,65.9,177,11,0.38,2.09,81,4,33,13,82,5.7,86,0.3,39.28,6712841,3.9,3.9,0.563,10.5
Thailand,2014,Developing,High,74.6,152,8,6.41,789.08,99,0,32.4,10,99,4.12,99,0.1,5941.85,68416772,7.8,7.8,0.737,13.6
Thailand,2013,Developing,High,74.5,153,9,6.5,788.69,99,2641,31.3,10,99,4,99,0.1,6171.26,6814365,7.9,7.9,0.733,13.6
Thailand,2012,Developing,High,74.3,154,9,6.56,801.05,98,5197,3.1,11,99,4.17,99,0.1,5859.92,67843979,8,8.1,0.729,13.7
Thailand,2011,Developing,High,74.1,155,10,6.07,748.45,98,3156,29,11,99,4.12,99,0.2,5491.16,675313,8.1,8.2,0.72,13.3
Thailand,2010,Developing,High,73.9,158,10,5.95,71.69,98,2583,27.9,12,99,3.81,99,0.2,575.32,672888,8.2,8.3,0.711,13.1
Thailand,2009,Developing,High,73.7,16,11,5.88,547.21,98,6071,26.8,12,99,4.11,99,0.3,4212.55,66881867,8.3,8.5,0.706,13
Thailand,2008,Developing,High,73.5,162,11,5.92,609.95,98,7790,25.7,13,99,3.92,99,0.3,4378.69,6654576,8.5,8.6,0.7,12.9
Thailand,2007,Developing,High,73.3,165,12,6.2,520.76,96,3893,24.6,14,98,3.56,98,0.4,3972.26,66195615,8.6,8.8,0.687,12.3
Thailand,2006,Developing,High,73,168,13,6.18,433.92,96,3588,23.6,15,98,3.49,98,0.5,3368.95,65824164,8.7,8.9,0.686,12.4
Thailand,2005,Developing,High,72.5,177,13,6.26,321.2,96,3526,22.6,15,98,3.55,98,0.5,2893.65,6542547,8.9,9.1,0.682,12
Thailand,2004,Developing,High,71.6,189,14,6.17,301.36,96,4165,21.7,16,98,3.51,98,0.5,2659.84,652231,9,9.2,0.674,11.9
Tonga,2014,Developing,High,73.3,135,0,0.01,565.97,8,0,74.8,0,82,5.18,8,0.1,4192.35,15782,0.1,0.1,0.716,14.3
Tonga,2013,Developing,High,73.2,137,0,0.01,584.94,82,0,74.3,0,84,4.98,82,0.1,4266.56,15328,0.1,0.1,0.718,14.3
Tonga,2012,Developing,High,73,138,0,0.01,63.8,77,0,73.8,0,79,4.51,77,0.1,451.54,14951,0.1,0.1,0.717,14.4
Tonga,2011,Developing,High,72.9,14,0,0.96,7.03,82,0,73.3,0,84,4.6,82,0.1,445.19,14577,0.1,0.1,0.712,14.4
Tonga,2010,Developing,High,72.8,142,0,1.24,471.83,82,0,72.7,0,84,4.59,82,0.1,3547.6,14137,0.1,0.1,0.707,14.4
Tonga,2009,Developing,High,72.5,147,0,1.08,4.78,84,0,72.1,0,86,4.67,84,0.1,37.85,1364,0.1,0.1,0.703,14.5
Tonga,2008,Developing,High,72.6,145,0,1.1,569.63,84,0,71.5,0,88,5.13,86,0.1,3392.65,135,0.1,0.1,0.698,14.5
Tonga,2007,Developing,High,72.5,146,0,2.05,568.87,87,0,7.8,0,88,5.82,87,0.1,2932.32,12357,0.1,0.1,0.698,14.5
Tonga,2006,Developing,High,72.4,148,0,1.79,503.59,89,0,7.1,0,89,5.61,88,0.1,2892.52,11689,0.1,0.1,0.695,14.6
Tonga,2005,Developing,High,72.3,15,0,1.57,689.94,89,0,69.4,0,9,6.52,89,0.1,2594.75,1141,0.1,0.1,0.694,14.6
Tonga,2004,Developing,High,72.2,151,0,1.8,423.3,9,0,68.6,0,91,4.87,9,0.1,2284.38,146,0.1,0.1,0.693,14.6
Trinidad and Tobago,2014,Developing,Low,71.1,171,0,6.94,1578.87,92,0,46,0,94,5.93,92,0.3,19325.24,1354493,5.8,6,0.778,12.7
Trinidad and Tobago,2013,Developing,Low,71,172,0,6.71,167.27,92,0,45,0,94,5.98,92,0.3,1967.83,1348248,5.8,6,0.773,12.7
Trinidad and Tobago,2012,Developing,High,78,174,0,6.7,1486.24,92,0,44,0,91,5.78,92,0.4,19152.53,1341588,5.9,6.1,0.772,12.6
Trinidad and Tobago,2011,Developing,High,76,176,0,6.5,144.99,9,0,43,0,91,5.6,9,0.4,1953.98,1334788,5.9,6.2,0.774,12.6
Trinidad and Tobago,2010,Developing,High,74,179,0,6.5,1389.77,9,0,42,0,91,5.29,9,0.4,16683.95,13281,5.9,6.3,0.772,12.5
Trinidad and Tobago,2009,Developing,Low,71,183,0,6.37,128.09,9,0,41.1,0,9,6.47,9,0.2,1458.88,1321618,6,6.4,0.773,12.5
Trinidad and Tobago,2008,Developing,Low,69.9,185,0,6.41,1902.69,9,0,4.2,0,91,4.4,9,0.3,21188.12,1315372,6.1,6.4,0.767,12.4
Trinidad and Tobago,2007,Developing,Low,69.7,187,0,6.37,136.88,89,0,39.3,0,9,4.82,88,0.7,1653.18,13926,6.1,6.5,0.76,12.4
Trinidad and Tobago,2006,Developing,Low,69.6,188,0,6.35,103.37,89,0,38.4,0,89,4.49,92,0.6,1495.96,133144,6.2,6.6,0.751,12.3
Trinidad and Tobago,2005,Developing,Low,69.5,189,0,6.12,1187.95,95,0,37.6,0,95,5.31,95,0.5,12323.13,1296934,6.3,6.7,0.745,12.3
Trinidad and Tobago,2004,Developing,Low,69.4,19,0,5.82,11.85,94,0,36.8,0,94,5.22,94,1,129.52,129535,6.3,6.8,0.736,12.2
Tunisia,2014,Developing,High,75.1,12,3,1.39,604.87,98,15,6.2,3,98,7,98,0.1,4271.68,1114398,6.5,6.4,0.722,14.7
Tunisia,2013,Developing,High,74.9,13,3,1.29,594.65,98,16,59.3,3,98,7.26,98,0.1,4199.47,1114558,6.4,6.3,0.72,14.7
Tunisia,2012,Developing,High,74.9,13,3,1.3,585.88,97,48,58.3,3,97,7.18,97,0.1,4137.55,1886668,6.4,6.3,0.717,14.6
Tunisia,2011,Developing,High,74.8,13,3,1.29,623.21,98,11,57.4,3,98,7.15,98,0.1,4256.91,1761467,6.4,6.3,0.714,14.5
Tunisia,2010,Developing,High,74.8,12,3,1.28,64.86,98,1,56.5,3,98,6.54,98,0.1,414.15,1639931,6.3,6.3,0.71,14.4
Tunisia,2009,Developing,High,74.7,12,3,1.4,585.63,99,1,55.6,3,99,6.18,99,0.1,4129.98,1521834,6.3,6.3,0.706,14.4
Tunisia,2008,Developing,High,74.7,12,3,1.37,53.08,99,2,54.7,3,99,5.63,99,0.1,431.93,147336,6.3,6.3,0.701,14.3
Tunisia,2007,Developing,High,74.6,12,3,1.24,469.63,98,4,53.9,4,98,5.64,98,0.1,3778.18,129887,6.3,6.3,0.695,14.3
Tunisia,2006,Developing,High,74.4,12,3,1.46,420.12,99,3,53.1,4,99,5.64,99,0.1,3371.71,1196136,6.3,6.3,0.689,14.2
Tunisia,2005,Developing,High,74.2,14,3,1.37,379.51,97,15,52.2,4,98,5.57,98,0.1,3194.56,112482,6.4,6.3,0.683,13.9
Tunisia,2004,Developing,High,74,15,3,1.36,379.77,96,1,51.4,4,97,5.63,97,0.1,3112.84,11761,6.4,6.3,0.673,13.6
Turkey,2014,Developing,High,75.5,17,16,1.45,181.91,96,565,65.3,19,96,5.41,96,0.1,12127.23,773628,4.9,4.7,0.759,14.5
Turkey,2013,Developing,High,75.2,19,17,1.41,188.14,97,7405,64.5,20,98,5.38,98,0.1,12542.94,75787333,4.9,4.7,0.754,14.4
Turkey,2012,Developing,High,74.8,112,19,1.54,20.75,97,349,63.7,22,97,5.24,97,0.1,1172.38,74569867,4.9,4.7,0.75,14.3
Turkey,2011,Developing,High,74.5,114,20,1.53,1275.88,96,111,62.8,23,97,5.29,97,0.1,11341.13,7349455,4.9,4.7,0.737,13.8
Turkey,2010,Developing,High,74.2,116,21,1.49,32.78,96,7,61.9,25,97,5.61,97,0.1,1672.57,72326914,4.9,4.7,0.715,13
Turkey,2009,Developing,High,73.9,118,23,1.4,106.95,94,4,61.1,27,96,6.8,96,0.1,936.5,71339185,4.9,4.8,0.709,12.5
Turkey,2008,Developing,High,73.5,121,25,1.39,22.67,92,0,6.2,29,96,6.7,96,0.1,185.69,74432,5,4.8,0.705,12.5
Turkey,2007,Developing,High,73.2,124,26,1.26,115.58,96,3,59.3,31,96,6.4,96,0.1,979.49,69597281,5,4.8,0.697,12.3
Turkey,2006,Developing,High,72.8,126,28,1.29,103.52,82,34,58.5,34,9,5.81,9,0.1,834.87,6876345,5,4.8,0.687,11.9
Turkey,2005,Developing,High,72.4,129,30,1.29,832.96,85,6200,57.6,36,9,5.45,9,0.1,7384.35,679346,5,4.9,0.681,11.9
Turkey,2004,Developing,High,72,132,33,1.35,1.13,77,8927,56.8,39,85,5.37,85,0.1,64.73,677855,5.1,4.9,0.675,12
Turkmenistan,2014,Developing,Low,66,217,7,2.9,691.13,97,0,47.7,8,98,2.7,98,0.1,7962.37,5466241,3.3,3.3,0.683,10.8
Turkmenistan,2013,Developing,Low,65.4,228,7,2.93,63.75,98,0,46.7,8,98,2.12,98,0.1,734.43,5366277,3.2,3.3,0.678,10.7
Turkmenistan,2012,Developing,Low,65.6,22,7,2.75,579.41,98,0,45.9,8,98,1.96,97,0.1,6675.26,5267839,3.2,3.3,0.672,10.7
Turkmenistan,2011,Developing,Low,65.6,217,7,2.55,490.42,97,0,45,8,97,1.98,97,0.1,5649.98,517461,3.2,3.3,0.665,10.6
Turkmenistan,2010,Developing,Low,65.8,211,7,2.48,385.33,96,0,44.2,8,96,1.99,96,0.1,4439.23,58721,3.2,3.3,0,10.6
Turkmenistan,2009,Developing,Low,65.6,215,6,2.35,37.88,97,0,43.4,8,97,1.88,96,0.1,436.46,5795,3.2,3.3,0,10.5
Turkmenistan,2008,Developing,Low,64.5,235,6,2.4,34.24,96,0,42.7,8,96,1.93,96,0.1,394.47,4935762,3.2,3.3,0,10.5
Turkmenistan,2007,Developing,Low,64.1,241,6,2.58,0.36,98,59,42,8,98,2.16,98,0.1,26.37,487137,3.3,3.3,0,10.4
Turkmenistan,2006,Developing,Low,63.7,245,6,2.71,29.27,98,48,41.3,8,98,2.9,98,0.1,2136.67,48115,3.3,3.3,0,10.4
Turkmenistan,2005,Developing,Low,63.3,248,6,2.85,2.2,99,0,4.7,8,99,3.51,99,0.1,174.51,4754641,3.4,3.4,0,10.3
